gene_id	gene_name	chromosome	start	end
ENSMUSG00000038290	Smg6	11	74925823	75164448
ENSMUSG00000047804	Akap10	11	61871307	61930252
ENSMUSG00000034652	Cd300a	11	114890041	114904654
ENSMUSG00000086686	F630206G17Rik	11	45808087	45841171
ENSMUSG00000040919	4930505A04Rik	11	30426006	30471827
ENSMUSG00000010803	Gabra1	11	42130939	42182930
ENSMUSG00000040829	Zmynd15	11	70459433	70466202
ENSMUSG00000013646	Sh3bp5l	11	58330724	58347728
ENSMUSG00000063116	Olfr410	11	74334282	74335229
ENSMUSG00000020728	Cep112	11	108425192	108860615
ENSMUSG00000082286	Pisd-ps1	11	3125904	3131004
ENSMUSG00000020160	Meis1	11	18879817	19018985
ENSMUSG00000020383	Il13	11	53631324	53634702
ENSMUSG00000020272	Stk10	11	32533305	32624587
ENSMUSG00000083788	Gm11499	11	92129611	92129932
ENSMUSG00000082286	Pisd-ps1	11	3125904	3131004
ENSMUSG00000083859	Gm12003	11	12936834	12937938
ENSMUSG00000101316	Gm12663	11	16635109	16636066
ENSMUSG00000085452	4930554G24Rik	11	14072103	14179041
ENSMUSG00000020431	Adcy1	11	7063489	7178506
ENSMUSG00000044071	Fam19a2	10	123264076	123741204
ENSMUSG00000090665	Gad1-ps	10	99443730	99447007
ENSMUSG00000038602	Slc35f1	10	52690533	53111622
ENSMUSG00000038280	Ostm1	10	42583822	42702459
ENSMUSG00000064208	Gm10145	10	27936364	27936828
ENSMUSG00000020000	Moxd1	10	24223517	24302790
ENSMUSG00000020042	Btbd11	10	85386814	85660292
ENSMUSG00000036499	Eea1	10	95940663	96045518
ENSMUSG00000044499	Hs3st5	10	36506814	36834397
ENSMUSG00000020027	Socs2	10	95385362	95417180
ENSMUSG00000025436	Xrcc6bp1	10	126868430	126901371
ENSMUSG00000095401	Olfr804	10	129704880	129705824
ENSMUSG00000040280	Ndufa4l2	10	127514939	127517152
ENSMUSG00000088280	Gm23584	10	48437822	48437950
ENSMUSG00000104006	Gm38333	10	113996647	113997250
ENSMUSG00000045867	Cradd	10	95174746	95324097
ENSMUSG00000009092	Derl3	10	75893398	75895941
ENSMUSG00000037990	Sh3rf3	10	58813359	59138916
ENSMUSG00000098162	Gm26976	10	118892911	118893818
ENSMUSG00000019945	1700040L02Rik	10	68430953	68541896
ENSMUSG00000021676	Iqgap2	13	95627177	95891922
ENSMUSG00000091053	Gm9742	13	8029828	8038106
ENSMUSG00000021301	Hecw1	13	14226438	14523226
ENSMUSG00000034751	Mast4	13	102732486	103334497
ENSMUSG00000097709	2810429I04Rik	13	3478230	3501393
ENSMUSG00000062342	Serpinb9e	13	33249612	33260846
ENSMUSG00000021357	Exoc2	13	30813919	30974047
ENSMUSG00000021423	Ly86	13	37345345	37419036
ENSMUSG00000096107	Gm16505	13	3361029	3361533
ENSMUSG00000061724	Gm2423	13	13232158	13232895
ENSMUSG00000047842	Diras2	13	52504375	52530836
ENSMUSG00000091834	Gm17177	13	3121132	3122980
ENSMUSG00000068324	Gm10029	13	6662562	6662894
ENSMUSG00000021555	Naa35	13	59585259	59634798
ENSMUSG00000094237	AF067063	13	119827961	119830216
ENSMUSG00000017778	Cox7c	13	86044816	86046904
ENSMUSG00000090497	Gm17611	13	49976258	49976488
ENSMUSG00000074800	Gm4149	13	75644864	75645226
ENSMUSG00000046169	Adamts6	13	104287873	104494763
ENSMUSG00000048978	Nrsn1	13	25252040	25270502
ENSMUSG00000014905	Dnajb9	12	44205897	44210068
ENSMUSG00000044408	Sptssa	12	54645374	54656572
ENSMUSG00000035247	Hectd1	12	51743722	51829536
ENSMUSG00000021198	Unc79	12	102948859	103184065
ENSMUSG00000064958	Gm24921	12	63609868	63609974
ENSMUSG00000021012	Zc3h14	12	98746968	98787774
ENSMUSG00000066392	Nrxn3	12	88722876	90334935
ENSMUSG00000047534	Mis18bp1	12	65132734	65172604
ENSMUSG00000090699	Gm9071	12	3023883	3025753
ENSMUSG00000095261	Gm17391	12	22622962	22623087
ENSMUSG00000065004	Gm26326	12	43743037	43743165
ENSMUSG00000004698	Hdac9	12	34371503	34528889
ENSMUSG00000062054	Iah1	12	21316392	21323605
ENSMUSG00000091277	Gm1818	12	48554182	48559971
ENSMUSG00000066392	Nrxn3	12	88722876	90334935
ENSMUSG00000021090	Lrrc9	12	72441866	72514334
ENSMUSG00000046782	4921506M07Rik	12	57564113	57737928
ENSMUSG00000104308	Gm36971	12	47165042	47165507
ENSMUSG00000056553	Ptprn2	12	116485720	117276849
ENSMUSG00000046791	2410016O06Rik	12	83950608	83952953
ENSMUSG00000095939	Gm25702	15	63481214	63481276
ENSMUSG00000095129	Gm23217	15	72255350	72255456
ENSMUSG00000063296	Tmem117	15	94629185	95096097
ENSMUSG00000022449	Adamts20	15	94270163	94465418
ENSMUSG00000088897	Gm22521	15	62793201	62793334
ENSMUSG00000064373	Sepp1	15	3268547	3280508
ENSMUSG00000051237	9230109A22Rik	15	25137530	25149159
ENSMUSG00000039100	March6	15	31455899	31531037
ENSMUSG00000043556	Fbxl7	15	26543084	26895049
ENSMUSG00000092919	Gm24080	15	14735053	14735284
ENSMUSG00000022568	Scrib	15	76047158	76069784
ENSMUSG00000039942	Ptger4	15	5206661	5244187
ENSMUSG00000047565	Acot10	15	20665219	20666750
ENSMUSG00000095939	Gm25702	15	63481214	63481276
ENSMUSG00000075470	Alg10b	15	90224311	90230554
ENSMUSG00000024479	Mal2	15	54571366	54602846
ENSMUSG00000072664	Ugt3a1	15	9273319	9315032
ENSMUSG00000088704	Gm25550	15	15819227	15819354
ENSMUSG00000022255	Mtdh	15	34082694	34142386
ENSMUSG00000064373	Sepp1	15	3268547	3280508
ENSMUSG00000022110	Sucla2	14	73525319	73596142
ENSMUSG00000064584	Gm25130	14	99360672	99360827
ENSMUSG00000062093	Gm10110	14	89896223	89898466
ENSMUSG00000042888	Prr30	14	101197690	101200330
ENSMUSG00000055421	Pcdh9	14	93013410	93890679
ENSMUSG00000021879	Dnah12	14	26693274	26891703
ENSMUSG00000096372	Gm8138	14	43410827	43416350
ENSMUSG00000094800	Gm9780	14	26027282	26042711
ENSMUSG00000064485	Gm23735	14	72131088	72131221
ENSMUSG00000095427	Rps2-ps6	14	76236688	76237353
ENSMUSG00000091809	Olfr721-ps1	14	14407224	14408198
ENSMUSG00000048349	Pou4f1	14	104461676	104467999
ENSMUSG00000054733	Msra	14	64122623	64455903
ENSMUSG00000060579	Fhit	14	9550092	11162035
ENSMUSG00000025558	Dock9	14	121542039	121797734
ENSMUSG00000041078	Grid1	14	34819825	35583379
ENSMUSG00000091400	Gm6356	14	6965449	6973818
ENSMUSG00000088714	Gm22726	14	40318072	40318250
ENSMUSG00000030662	Ipo5	14	120911194	120948042
ENSMUSG00000021745	Ptprg	14	11553532	12242041
ENSMUSG00000043557	Mdga1	17	29827956	29970087
ENSMUSG00000023852	Chd1	17	15704967	17394898
ENSMUSG00000039601	Rcan2	17	43801851	44039516
ENSMUSG00000098122	Gm27039	17	92527273	92528510
ENSMUSG00000064570	Gm25800	17	62456987	62457120
