gene_id	gene_name	chromosome	start	end
ENSMUSG00000056008	Gm11541	11	94694498	94704499
ENSMUSG00000057058	Skap1	11	96464593	96759130
ENSMUSG00000020435	Osbp2	11	3703731	3863903
ENSMUSG00000020723	Cacng4	11	107732357	107794557
ENSMUSG00000008855	Hdac5	11	102194432	102230166
ENSMUSG00000038366	Lasp1	11	97799000	97838764
ENSMUSG00000020524	Gria1	11	57011387	57330244
ENSMUSG00000018479	1700125H20Rik	11	85170404	85181145
ENSMUSG00000035575	Utp6	11	79932321	79962390
ENSMUSG00000081363	Gm11500	11	92769984	92770973
ENSMUSG00000032985	5730522E02Rik	11	25602763	26210763
ENSMUSG00000083527	Gm12001	11	12125090	12127998
ENSMUSG00000040430	Pitpnc1	11	107207892	107470699
ENSMUSG00000025572	Tmc6	11	117765988	117782198
ENSMUSG00000085074	Gm11494	11	90134842	90143624
ENSMUSG00000018363	Smurf2	11	106820066	106920715
ENSMUSG00000020859	Spag9	11	93996091	94126085
ENSMUSG00000085502	Gm12320	11	70748705	70755151
ENSMUSG00000009073	Nf2	11	4765845	4849536
ENSMUSG00000081630	Gm11498	11	91830442	91831390
ENSMUSG00000006764	Tph2	10	115078641	115185022
ENSMUSG00000019880	Rspo3	10	29453109	29535867
ENSMUSG00000069601	Ank3	10	69533772	70027438
ENSMUSG00000100528	Gm28881	10	65119526	65120367
ENSMUSG00000077268	Gm24433	10	95898603	95898735
ENSMUSG00000020062	Slc5a8	10	88885992	88929505
ENSMUSG00000019899	Lama2	10	26980036	27619758
ENSMUSG00000034613	Ppm1h	10	122678762	122945795
ENSMUSG00000069456	Rdh16	10	127801152	127846565
ENSMUSG00000015305	Sash1	10	8722219	8886070
ENSMUSG00000065096	Gm23680	10	12363410	12363573
ENSMUSG00000093866	Olfr802	10	129681799	129682737
ENSMUSG00000064630	Gm25143	10	103959543	103959651
ENSMUSG00000010461	Eya4	10	23104168	23349895
ENSMUSG00000049420	Tmem200a	10	25991186	26079052
ENSMUSG00000044499	Hs3st5	10	36506814	36834397
ENSMUSG00000019802	Sec63	10	42761496	42832514
ENSMUSG00000087723	Gm26278	10	101544177	101544308
ENSMUSG00000019893	Ros1	10	52045721	52195244
ENSMUSG00000060843	Ctnna3	10	63430098	65003667
ENSMUSG00000038068	Rnf144b	13	47122720	47247991
ENSMUSG00000042167	Papd4	13	93147400	93192283
ENSMUSG00000076958	Gm24935	13	87456778	87456887
ENSMUSG00000039109	F13a1	13	36867178	37050244
ENSMUSG00000049985	Ankrd55	13	112288451	112384002
ENSMUSG00000095849	Gm24300	13	50118006	50118114
ENSMUSG00000097932	C430039J16Rik	13	97283182	97285934
ENSMUSG00000021589	Rhobtb3	13	75869537	75943925
ENSMUSG00000069170	Adgrv1	13	81095068	81633154
ENSMUSG00000074794	Arrdc3	13	80883384	80896035
ENSMUSG00000042842	Serpinb6b	13	32965209	32979067
ENSMUSG00000041417	Pik3r1	13	101680563	101768217
ENSMUSG00000051029	Serpinb1b	13	33084125	33094380
ENSMUSG00000102000	1700006H21Rik	13	107687397	107692173
ENSMUSG00000015396	Cd83	13	43785107	43803130
ENSMUSG00000096021	Gm25985	13	115116127	115116233
ENSMUSG00000080666	Gm25000	13	60529296	60529409
ENSMUSG00000054944	5330416C01Rik	13	97733498	97747411
ENSMUSG00000095255	Gm23086	13	42624994	42625084
ENSMUSG00000074782	4833422C13Rik	13	91701665	91741872
ENSMUSG00000077269	Gm24434	12	39621415	39621546
ENSMUSG00000064412	Gm22246	12	95619818	95619924
ENSMUSG00000064386	Gm26449	12	14878495	14878598
